threshold,precision,recall,f1
1.136145133505499e-11,0.555483662245228,1.0,0.7142262895174708
1.1372916766413839e-11,0.555663430420712,1.0,0.7143748699812773
1.1387962856100647e-11,0.5558433149886695,1.0,0.7145235122763213
1.1539082406501068e-11,0.5560233160621761,1.0,0.714672216441207
1.2123662163212895e-11,0.5562034337544541,1.0,0.7148209825145712
1.2552471154079228e-11,0.5563836681788723,1.0,0.7149698105350822
1.2677398608536786e-11,0.5565640194489465,1.0,0.7151187005414411
1.574393720029756e-11,0.5567444876783398,1.0,0.7152676525723808
1.5934229258539694e-11,0.5569250729808628,1.0,0.7154166666666667
1.5953892719573874e-11,0.5571057754704737,1.0,0.7155657428630965
1.6887267783141018e-11,0.5572865952612788,1.0,0.7157148812005001
1.7865800700154487e-11,0.5574675324675324,1.0,0.7158640817177402
1.8288795320119874e-11,0.5576485872036375,1.0,0.7160133444537113
1.898296574556984e-11,0.5578297595841456,1.0,0.716162669447341
2.031264872691402e-11,0.5580110497237569,1.0,0.7163120567375887
2.0550787200941902e-11,0.5581924577373212,1.0,0.7164615063634466
2.39808824380116e-11,0.5583739837398374,1.0,0.7166110183639399
2.473678251078802e-11,0.5585556278464542,1.0,0.7167605927781258
2.5123780670451206e-11,0.5587373901724699,1.0,0.716910229645094
2.561322860989026e-11,0.5589192708333334,1.0,0.7170599290039674
2.5665062587975725e-11,0.5591012699446435,1.0,0.7172096908939014
2.5687668240117654e-11,0.5592833876221498,1.0,0.717359515354084
2.6975154733999293e-11,0.559465623981753,1.0,0.717509402423736
2.7349178257278446e-11,0.5598304532116074,1.0,0.717809364548495
2.972689611808367e-11,0.5600130463144162,1.0,0.7179594396822078
3.3044175078884024e-11,0.5601957585644372,1.0,0.7181095775826013
3.486188510799694e-11,0.560378590078329,1.0,0.718259778289061
3.674915909481767e-11,0.5605615409729023,1.0,0.7184100418410041
3.795553876089671e-11,0.5607446113651209,1.0,0.7185603682778824
3.823472496197122e-11,0.5609278013721006,1.0,0.7187107576391796
3.90801433917721e-11,0.5612945406995751,1.0,0.7190117252931324
3.98352417276429e-11,0.5614780902550687,1.0,0.7191623036649215
4.0115237262072586e-11,0.5616617598953222,1.0,0.7193129451193967
4.064720177158136e-11,0.5618455497382199,1.0,0.7194636496962079
4.1746151723830294e-11,0.5620294599018003,1.0,0.7196144174350377
4.264224009654574e-11,0.5622134905042567,1.0,0.7197652483756026
4.3610973566101174e-11,0.5623976416639371,1.0,0.719916142557652
4.37489891174871e-11,0.5625819134993447,1.0,0.7200671000209687
4.7388388890106146e-11,0.562766306129138,1.0,0.7202181208053692
4.985195616994941e-11,0.5629508196721311,1.0,0.7203692049507028
5.114265685539549e-11,0.5631354542472942,1.0,0.7205203524968526
5.3532536564954754e-11,0.5633202099737533,1.0,0.7206715634837356
5.844331353662527e-11,0.5635050869707909,1.0,0.7208228379513014
5.93874652964314e-11,0.5636900853578464,1.0,0.720974175939534
5.941106933525627e-11,0.5638752052545156,1.0,0.7211255774884503
6.478040674547273e-11,0.5640604467805519,1.0,0.7212770426381012
6.496098089630184e-11,0.5642458100558659,1.0,0.7214285714285714
6.881165497832107e-11,0.5644312952005259,1.0,0.7215801638999789
7.484513477860998e-11,0.5646169023347583,1.0,0.7217318200924758
7.612419012691914e-11,0.5648026315789474,1.0,0.7218835400462477
7.711769338266686e-11,0.564988483053636,1.0,0.7220353238015138
7.74509237992753e-11,0.565174456879526,1.0,0.722187171398528
7.814579328431591e-11,0.5653605531774778,1.0,0.7223390828775769
9.100773886079474e-11,0.5655467720685112,1.0,0.7224910582789817
9.149181533077701e-11,0.5657331136738056,1.0,0.7226430976430976
9.62811413113063e-11,0.5659195781147001,1.0,0.7227952010103136
9.760969842548684e-11,0.5661061655126937,1.0,0.7229473684210526
9.851795335430532e-11,0.5662928759894459,1.0,0.7230995999157718
1.0442264698005206e-10,0.5664797096667766,1.0,0.723251895534962
1.0456921390791724e-10,0.5666666666666667,1.0,0.7234042553191489
1.0649130104573402e-10,0.5668537471112578,1.0,0.7235566793088917
1.1203612410625837e-10,0.5670409511228534,1.0,0.723709167544784
1.1432448053805087e-10,0.567228278823918,1.0,0.7238617200674535
1.1928454820870616e-10,0.5674157303370787,1.0,0.7240143369175627
1.2360159889511907e-10,0.567603305785124,1.0,0.7241670181358076
1.2988220054441218e-10,0.5677910052910053,1.0,0.7243197637629193
1.3313446145672854e-10,0.5679788289778366,1.0,0.7244725738396623
1.3403815760846292e-10,0.5681667769688947,1.0,0.7246254484068368
1.34333325903926e-10,0.56835484938762,1.0,0.7247783875052766
1.4028874775100529e-10,0.5685430463576159,1.0,0.7249313911758496
1.4161962366798972e-10,0.5687313680026499,1.0,0.7250844594594595
1.423930170490796e-10,0.5689198144466534,1.0,0.7252375923970433
1.4336978535523493e-10,0.5691083858137223,1.0,0.7253907900295733
1.4743186020748667e-10,0.5692970822281167,1.0,0.7255440523980562
1.500513445887722e-10,0.569485903814262,1.0,0.7256973795435334
1.5653871937167337e-10,0.5696748506967485,1.0,0.7258507715070809
1.5808773670230811e-10,0.5698639230003318,1.0,0.7260042283298096
1.6137384808675512e-10,0.5700531208499336,1.0,0.7261577500528653
1.6813008475323053e-10,0.570242444370641,1.0,0.726311336717428
1.6830430950209998e-10,0.5704318936877076,1.0,0.7264649883647134
1.7628894937233672e-10,0.5706214689265536,1.0,0.7266187050359711
1.7802626370363155e-10,0.570811170212766,1.0,0.7267724867724867
1.9417433848591805e-10,0.5710009976720984,1.0,0.72692633361558
1.9479639192426404e-10,0.5711909514304724,1.0,0.727080245606606
2.04571544315853e-10,0.5713810316139767,1.0,0.7272342227869547
2.132893427488451e-10,0.5715712383488681,1.0,0.7273882651980512
2.1924192058483875e-10,0.5717615717615717,1.0,0.7275423728813558
2.281913421774707e-10,0.5719520319786808,1.0,0.727696545878364
2.3210698923763258e-10,0.5721426191269576,1.0,0.7278507842306061
2.50986028819853e-10,0.5723333333333334,1.0,0.7280050879796481
2.5198744913359447e-10,0.5725241747249084,1.0,0.7281594571670907
2.541362401297237e-10,0.5727151434289527,1.0,0.7283138918345705
2.6190170598550623e-10,0.5729062395729062,1.0,0.728468392023759
2.644016650461941e-10,0.5730974632843792,1.0,0.7286229577763633
2.812805071472094e-10,0.5732888146911519,1.0,0.7287775891341256
2.8594677886849417e-10,0.5734802939211757,1.0,0.728932286138824
3.0508691338884266e-10,0.5736719011025727,1.0,0.7290870488322718
3.2556786401952457e-10,0.5738636363636364,1.0,0.7292418772563177
3.2978852055497825e-10,0.5740554998328319,1.0,0.7293967714528462
3.3148524059269673e-10,0.574247491638796,1.0,0.7295517314637773
3.340898084223297e-10,0.5744396119103379,1.0,0.7297067573310667
3.3774776066218754e-10,0.5746318607764391,1.0,0.7298618490967057
3.4165721964488543e-10,0.5748242383662537,1.0,0.730017006802721
3.4667899605770965e-10,0.5750167448091091,1.0,0.7301722304911757
3.6507019008086903e-10,0.5752093802345059,1.0,0.7303275202041685
3.883273917178141e-10,0.5754021447721179,1.0,0.7304828759838332
4.0146543096564653e-10,0.5755950385517935,1.0,0.7306382978723404
4.0902613419397244e-10,0.5757880617035547,1.0,0.7307937859118961
4.1332281382815536e-10,0.5759812143575981,1.0,0.7309493401447424
4.1414059631780815e-10,0.5761744966442953,1.0,0.7311049606131573
4.437558037547548e-10,0.5763679086941926,1.0,0.7312606473594548
4.846047256205129e-10,0.5765614506380121,1.0,0.7314164004259851
5.11602177916305e-10,0.576755122606651,1.0,0.7315722198551342
5.208185672956346e-10,0.5771428571428572,1.0,0.7318840579710145
5.431332154499567e-10,0.5773369199731002,1.0,0.7320400767426988
5.437455129681069e-10,0.5775311133535149,1.0,0.7321961620469082
6.321816535925419e-10,0.5777254374158816,1.0,0.7323523139262103
6.853932670748574e-10,0.5779198922921576,1.0,0.7325085324232082
6.918232777708256e-10,0.5781144781144781,1.0,0.732664817580542
6.923595517571309e-10,0.5783091950151567,1.0,0.7328211694408878
6.978020727083143e-10,0.5786990225817323,1.0,0.7331340734415029
7.205105884825217e-10,0.578894133513149,1.0,0.7332906256673073
7.474110853549767e-10,0.5790893760539629,1.0,0.7334472447671936
7.52242787946203e-10,0.5792847503373819,1.0,0.7336039307840205
7.598798123754206e-10,0.5794802564967938,1.0,0.7337606837606838
7.927688720533258e-10,0.5796758946657664,1.0,0.7339175037401154
7.990556198407388e-10,0.579871664978048,1.0,0.7340743907652844
8.849766601643353e-10,0.5800675675675676,1.0,0.7342313448791961
8.891531953527607e-10,0.5802636025684352,1.0,0.7343883661248931
9.069949195187373e-10,0.5804597701149425,1.0,0.7345454545454545
9.416876831340023e-10,0.5806560703415624,1.0,0.7347026101839966
9.482128648178261e-10,0.5808525033829499,1.0,0.7348598330836722
9.53004597333825e-10,0.5810490693739425,1.0,0.7350171232876713
1.0106023621349848e-09,0.5812457684495599,1.0,0.7351744808392207
1.0283597516751463e-09,0.5814426007450051,1.0,0.7353319057815846
1.0843579880721562e-09,0.5816395663956639,1.0,0.7354893981580638
1.1533194375218776e-09,0.5818366655371061,1.0,0.7356469580119966
1.2212762568197375e-09,0.5820338983050848,1.0,0.7358045853867581
1.3055484312054411e-09,0.5822312648355374,1.0,0.7359622803257608
1.3086172182009678e-09,0.5824287652645862,1.0,0.7361200428724546
1.3153406817513689e-09,0.5826263997285375,1.0,0.7362778730703259
1.4168085077828335e-09,0.5828241683638832,1.0,0.7364357709628994
1.5004832120670077e-09,0.5830220713073005,1.0,0.7365937365937366
1.5071472049500734e-09,0.5832201086956522,1.0,0.7367517700064363
1.5781953546917295e-09,0.5834182806659871,1.0,0.7369098712446353
1.63488350060566e-09,0.5836165873555405,1.0,0.7370680403520069
1.6486007679350247e-09,0.5838150289017341,1.0,0.7372262773722628
1.7924689482683156e-09,0.5840136054421768,1.0,0.7373845823491517
1.8411274838410365e-09,0.5842123171146648,1.0,0.7375429553264605
1.877700333498213e-09,0.5844111640571817,1.0,0.7377013963480128
1.992378661427665e-09,0.5846101464078992,1.0,0.7378599054576708
